iata,name,latitude_deg,longitude_deg,continent,iso_country,municipality,timezone,icao_code,gps_code
LUF,Luke Air Force Base,33.535,-112.383003,NA,US,Glendale,America/Phoenix,KLUF,KLUF
LUG,Lugano Airport,46.004299,8.91058,EU,CH,Agno,Europe/Zurich,LSZA,LSZA
LUH,Ludhiana Airport,30.854700088500977,75.95259857177734,AS,IN,,Asia/Kolkata,VILD,VILD
LUK,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,NA,US,Cincinnati,America/New_York,KLUK,KLUK
LUM,Dehong Mangshi Airport,24.4011,98.5317,AS,CN,Dehong (Mangshi),Asia/Shanghai,ZPMS,ZPMS
LUN,Kenneth Kaunda International Airport,-15.330833,28.452722,AF,ZM,Lusaka,Africa/Lusaka,FLKK,FLKK
LUO,Luena Airport,-11.7681,19.897699,AF,AO,Luena,Africa/Luanda,FNUE,FNUE
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.273201,-66.3564,SA,AR,San Luis,America/Argentina/San_Luis,SAOU,SAOU
LUR,Cape Lisburne LRRS Airport,68.875099,-166.110001,NA,US,Cape Lisburne,America/Nome,PALU,PALU
LUV,Karel Sadsuitubun Airport,-5.760278,132.759444,AS,ID,Langgur,Asia/Jayapura,WAPF,WAPF
LUW,Syukuran Aminuddin Amir Airport,-1.035893,122.773934,AS,ID,Luwok,Asia/Makassar,WAFW,WAFW
LUX,Luxembourg-Findel International Airport,49.6233333,6.2044444,EU,LU,Luxembourg,Europe/Luxembourg,ELLX,ELLX
LUZ,Lublin Airport,51.240157,22.713461,EU,PL,Lublin,Europe/Warsaw,EPLB,EPLB
LVA,Laval-Entrammes Airport,48.032208,-0.743999,EU,FR,"Laval, Mayenne",Europe/Paris,LFOV,LFOV
LVI,Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,AF,ZM,Livingstone,Africa/Lusaka,FLHN,FLHN
LVM,Mission Field,45.6994018555,-110.447998047,NA,US,Livingston,America/Denver,KLVM,KLVM
LVP,Lavan Airport,26.810742,53.354302,AS,IR,Lavan Airport,Asia/Tehran,OIBV,OIBV
LVS,Las Vegas Municipal Airport,35.654202,-105.141998,NA,US,Las Vegas,America/Denver,KLVS,KLVS
LWB,Greenbrier Valley Airport,37.857914,-80.400438,NA,US,Lewisburg,America/New_York,KLWB,KLWB
LWM,Lawrence Municipal Airport,42.717201232899995,-71.1233978271,NA,US,Lawrence,America/New_York,KLWM,KLWM
LWN,Shirak International Airport,40.750401,43.859299,AS,AM,Gyumri,Asia/Yerevan,UDSG,UDSG
LWO,Lviv International Airport,49.8125,23.9561,EU,UA,Lviv,Europe/Kyiv,UKLL,UKLL
LWR,Leeuwarden Air Base,53.228599548339844,5.760560035705566,EU,NL,Leeuwarden,Europe/Amsterdam,EHLW,EHLW
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,NA,US,Lewiston,America/Los_Angeles,KLWS,KLWS
LWT,Lewistown Municipal Airport,47.048429,-109.466143,NA,US,Lewistown,America/Denver,KLWT,KLWT
LXA,Lhasa Gonggar Airport,29.298001,90.911951,AS,CN,Shannan (Gonggar),Asia/Shanghai,ZULS,ZULS
LXR,Luxor International Airport,25.671037,32.706451,AF,EG,Luxor,Africa/Cairo,HELX,HELX
LYA,Luoyang Beijiao Airport,34.7411,112.388,AS,CN,Luoyang (Laocheng),Asia/Shanghai,ZHLY,ZHLY
LYB,Edward Bodden Little Cayman Airfield,19.660161,-80.088826,NA,KY,Blossom Village,America/Cayman,MWCL,MWCL
LYC,Lycksele Airport,64.548302,18.7162,EU,SE,Lycksele,Europe/Stockholm,ESNL,ESNL
LYG,Lianyungang Huaguoshan International Airport,34.41406,119.17899,AS,CN,Lianyungang,Asia/Shanghai,ZSLG,ZSLG
LYH,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,NA,US,Lynchburg,America/New_York,KLYH,KLYH
LYI,Linyi Qiyang Airport,35.052918,118.411828,AS,CN,Linyi (Hedong),Asia/Shanghai,ZSLY,ZSLY
LYN,Lyon Bron Airport,45.727947,4.943991,EU,FR,"Chassieu, Lyon",Europe/Paris,LFLY,LFLY
LYP,Faisalabad International Airport,31.364999771118164,72.99479675292969,AS,PK,Faisalabad,Asia/Karachi,OPFA,OPFA
LYR,"Svalbard Airport, Longyear",78.246101379395,15.465600013733,EU,NO,Longyearbyen,Arctic/Longyearbyen,ENSB,ENSB
LYS,Lyon Saint-Exupéry Airport,45.725996,5.090139,EU,FR,"Colombier-Saugnieu, Rhône",Europe/Paris,LFLL,LFLL
LYU,Ely Municipal Airport,47.82450104,-91.83070374,NA,US,Ely,America/Chicago,KELO,KELO
LYX,Lydd London Ashford Airport,50.956246,0.939074,EU,GB,"Romney Marsh, Kent",Europe/London,EGMD,EGMD
LZC,Lázaro Cárdenas Airport,18.001672,-102.220316,NA,MX,Lázaro Cárdenas,America/Mexico_City,MMLC,MMLC
LZG,Langzhong Gucheng Airport,31.50191,106.034417,AS,CN,Nanchong (Langzhong),Asia/Shanghai,ZULA,ZULA
LZH,Liuzhou Bailian Airport / Bailian Air Base,24.2075,109.390999,AS,CN,Liuzhou (Liujiang),Asia/Shanghai,ZGZH,ZGZH
LZN,Matsu Nangan Airport,26.159656,119.958376,AS,TW,Matsu (Nangan),Asia/Taipei,RCFG,RCFG
LZO,Luzhou Yunlong Airport,29.030357,105.468407,AS,CN,Luzhou (Yunlong),Asia/Shanghai,ZULZ,ZULZ
LZY,Nyingchi Mainling Airport,29.303301,94.335297,AS,CN,Nyingchi (Mainling),Asia/Shanghai,ZUNZ,ZUNZ
MAA,Chennai International Airport,12.990005,80.169296,AS,IN,Chennai,Asia/Kolkata,VOMM,VOMM
MAB,João Correa da Rocha Airport,-5.36859,-49.138,SA,BR,Marabá,America/Araguaina,SBMA,SBMA
MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,EU,ES,Madrid,Europe/Madrid,LEMD,LEMD
MAF,Midland International Air and Space Port,31.942499,-102.202003,NA,US,Midland,America/Chicago,KMAF,KMAF
MAG,Madang Airport,-5.20707988739,145.789001465,OC,PG,Madang,Pacific/Port_Moresby,AYMD,AYMD
MAH,Menorca Airport,39.862598,4.21865,EU,ES,Mahón (Maó),Europe/Madrid,LEMH,LEMH
MAJ,Marshall Islands International Airport,7.06476,171.272003,OC,MH,Majuro Atoll,Pacific/Majuro,PKMJ,PKMJ
MAK,Malakal Airport,9.55897,31.652201,AF,SS,Malakal,Africa/Juba,,HJMK
MAM,General Servando Canales International Airport,25.7698993683,-97.5252990723,NA,MX,Matamoros,America/Matamoros,MMMA,MMMA
MAN,Manchester Airport,53.349375,-2.279521,EU,GB,"Manchester, Greater Manchester",Europe/London,EGCC,EGCC
MAO,Eduardo Gomes International Airport,-3.03861,-60.049702,SA,BR,Manaus,America/Manaus,SBEG,SBEG
MAQ,Mae Sot Airport,16.699899673461914,98.54509735107422,AS,TH,,Asia/Bangkok,VTPM,VTPM
MAR,La Chinita International Airport,10.5582084656,-71.7278594971,SA,VE,Maracaibo,America/Caracas,SVMC,SVMC
MAS,Momote Airport,-2.06189,147.423996,OC,PG,Manus Island,Pacific/Port_Moresby,AYMO,AYMO
MAU,Maupiti Airport,-16.42650032043457,-152.24400329589844,OC,PF,,Pacific/Tahiti,NTTP,NTTP
MAX,Ouro Sogui Airport,15.5936,-13.3228,AF,SN,Ouro Sogui,Africa/Dakar,GOSM,GOSM
MAY,Clarence A. Bain Airport,24.287701,-77.684601,NA,BS,Mangrove Cay,America/Nassau,MYAB,MYAB
MAZ,Eugenio Maria De Hostos Airport,18.255699157714844,-67.14849853515625,NA,PR,Mayaguez,America/Puerto_Rico,TJMZ,TJMZ
MBA,Moi International Airport,-4.03483,39.5942,AF,KE,Mombasa,Africa/Nairobi,HKMO,HKMO
MBD,Mmabatho International Airport,-25.798400878900004,25.548000335699996,AF,ZA,Mafeking,Africa/Johannesburg,FAMM,FAMM
MBE,Monbetsu Airport,44.303901672399995,143.404006958,AS,JP,Monbetsu,Asia/Tokyo,RJEB,RJEB
MBG,Mobridge Municipal Airport,45.54650116,-100.4079971,NA,US,Mobridge,America/Chicago,KMBG,KMBG
MBI,Songwe Airport,-8.919942,33.273981,AF,TZ,Mbeya,Africa/Dar_es_Salaam,HTGW,HTGW
MBJ,Sangster International Airport,18.5037,-77.913399,NA,JM,Montego Bay,America/Jamaica,MKJS,MKJS
MBO,Mamburao Airport,13.208048,120.605457,AS,PH,Mamburao,Asia/Manila,RPUM,RPUM
MBS,MBS International Airport,43.531913,-84.082275,NA,US,Freeland,America/Detroit,KMBS,KMBS
MBT,Moises R. Espinosa Airport,12.369682,123.630095,AS,PH,Masbate,Asia/Manila,RPVJ,RPVJ
MBW,Melbourne Moorabbin Airport,-37.975799560546875,145.1020050048828,OC,AU,Melbourne,Australia/Melbourne,YMMB,YMMB
MBX,Maribor Edvard Rusjan Airport,46.4799,15.6861,EU,SI,Orehova Vas,Europe/Ljubljana,LJMB,LJMB
MCB,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,NA,US,McComb,America/Chicago,KMCB,KMCB
MCC,McClellan Airfield,38.667599,-121.401001,NA,US,Sacramento,America/Los_Angeles,KMCC,KMCC
MCE,Merced Regional Macready Field,37.284698,-120.514,NA,US,Merced,America/Los_Angeles,KMCE,KMCE
MCF,MacDill Air Force Base,27.8493,-82.521202,NA,US,Tampa,America/New_York,KMCF,KMCF
MCG,McGrath Airport,62.95289993,-155.6060028,NA,US,McGrath,America/Anchorage,PAMC,PAMC
MCI,Kansas City International Airport,39.2976,-94.713898,NA,US,Kansas City,America/Chicago,KMCI,KMCI
MCJ,Jorge Isaac Airport,11.2325,-72.4901,SA,CO,La Mina-Maicao,America/Bogota,SKLM,SKLM
MCK,McCook Ben Nelson Regional Airport,40.207787,-100.592794,NA,US,McCook,America/Chicago,KMCK,KMCK
MCN,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,NA,US,Macon,America/New_York,KMCN,KMCN
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,NA,US,Orlando,America/New_York,KMCO,KMCO
MCP,Macapá - Alberto Alcolumbre International Airport,0.050664,-51.072201,SA,BR,Macapá,America/Belem,SBMQ,SBMQ
MCS,Monte Caseros Airport,-30.2719,-57.6402,SA,AR,Monte Caseros,America/Argentina/Cordoba,SARM,SARM
MCT,Muscat International Airport,23.5933,58.284401,AS,OM,Muscat,Asia/Muscat,OOMS,OOMS
MCU,Montluçon-Guéret Airport,46.222599,2.36396,EU,FR,"Lépaud, Creuse",Europe/Paris,LFBK,LFBK
MCW,Mason City Municipal Airport,43.159801,-93.329716,NA,US,Mason City,America/Chicago,KMCW,KMCW
MCX,Makhachkala Uytash International Airport,42.816799,47.652302,EU,RU,Makhachkala,Europe/Moscow,URML,URML
MCY,Sunshine Coast Airport,-26.593324,153.08319,OC,AU,Maroochydore,Australia/Brisbane,YBSU,YBSU
MCZ,Zumbi dos Palmares Airport,-9.51081,-35.791698,SA,BR,Maceió,America/Maceio,SBMO,SBMO
MDC,Sam Ratulangi Airport,1.549266,124.926319,AS,ID,Manado,Asia/Makassar,WAMM,WAMM
MDE,Jose Maria Córdova International Airport,6.16454,-75.4231,SA,CO,Medellín,America/Bogota,SKRG,SKRG
MDG,Mudanjiang Hailang International Airport,44.5241012573,129.569000244,AS,CN,Mudanjiang,Asia/Shanghai,ZYMD,ZYMD
MDH,Southern Illinois Airport,37.778099,-89.251999,NA,US,Murphysboro,America/Chicago,KMDH,KMDH
MDI,Makurdi Airport,7.70388,8.61394,AF,NG,Makurdi,Africa/Lagos,DNMK,DNMK
MDK,Mbandaka Airport,0.0226000007242,18.2887001038,AF,CD,Mbandaka,Africa/Kinshasa,FZEA,FZEA
MDL,Mandalay International Airport,21.702199935913086,95.97789764404297,AS,MM,Mandalay,Asia/Yangon,VYMD,VYMD
MDQ,Ástor Piazzola International Airport,-37.9342,-57.5733,SA,AR,Mar del Plata,America/Argentina/Buenos_Aires,SAZM,SAZM
MDT,Harrisburg International Airport,40.193501,-76.763397,NA,US,Harrisburg,America/New_York,KMDT,KMDT
MDU,Mendi Airport,-6.14774,143.656998,OC,PG,Mendi,Pacific/Port_Moresby,AYMN,AYMN
MDW,Chicago Midway International Airport,41.785999,-87.752403,NA,US,Chicago,America/Chicago,KMDW,KMDW
MDY,Henderson Field,28.2017,-177.380997,OC,UM,Sand Island,Pacific/Midway,PMDY,PMDY
MDZ,El Plumerillo Airport,-32.8316993713,-68.7929000854,SA,AR,Mendoza,America/Argentina/Mendoza,SAME,SAME
MEA,Macaé Benedito Lacerda Airport,-22.343,-41.765999,SA,BR,Macaé,America/Sao_Paulo,SBME,SBME
MEB,Melbourne Essendon Airport,-37.7281,144.901993,OC,AU,Essendon Fields,Australia/Melbourne,YMEN,YMEN
MEC,Eloy Alfaro International Airport,-0.9460780024528503,-80.67880249023438,SA,EC,Manta,America/Guayaquil,SEMT,SEMT
MED,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,AS,SA,Medina,Asia/Riyadh,OEMA,OEMA
MEE,Maré Airport,-21.482438,168.038465,OC,NC,Maré,Pacific/Noumea,NWWR,NWWR
MEG,Malanje Airport,-9.525090217590332,16.312400817871094,AF,AO,Malanje,Africa/Luanda,FNMA,FNMA
MEH,Mehamn Airport,71.029701,27.8267,EU,NO,Mehamn,Europe/Oslo,ENMH,ENMH
MEI,Key Field / Meridian Regional Airport,32.3326,-88.7519,NA,US,Meridian,America/Chicago,KMEI,KMEI
MEK,Bassatine Airport,33.879101,-5.51512,AF,MA,Meknes,Africa/Casablanca,GMFM,GMFM
MEL,Melbourne Airport,-37.661548,144.836432,OC,AU,Melbourne,Australia/Melbourne,YMML,YMML
MEM,Memphis International Airport,35.0424,-89.9767,NA,US,Memphis,America/Chicago,KMEM,KMEM
MEN,Mende-Brenoux Airfield,44.502102,3.53282,EU,FR,Mende/Brénoux,Europe/Paris,LFNB,LFNB
MEQ,Cut Nyak Dhien Airport,4.040998,96.253312,AS,ID,Kuala Pesisir,Asia/Jakarta,WITC,WITC
MER,Castle Airport,37.38050079,-120.5680008,NA,US,Merced,America/Los_Angeles,KMER,KMER
MES,Soewondo Air Force Base,3.558425,98.672275,AS,ID,Medan,Asia/Jakarta,WIMK,WIMK
MEU,Monte Dourado - Serra do Areão Airport,-0.889839,-52.6022,SA,BR,Almeirim,America/Santarem,SBMD,SBMD
MEX,Benito Juárez International Airport,19.435137,-99.071328,NA,MX,Ciudad de México,America/Mexico_City,MMMX,MMMX
MFD,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,NA,US,Mansfield,America/New_York,KMFD,KMFD
MFE,McAllen Miller International Airport,26.176141,-98.237965,NA,US,McAllen,America/Chicago,KMFE,KMFE
MFG,Muzaffarabad Airport,34.339001,73.508598,AS,PK,Muzaffarabad,Asia/Karachi,OPMF,OPMF
MFH,Mesquite Airport,36.833105,-114.055928,NA,US,Mesquite,America/Los_Angeles,,K67L
MFK,Matsu Beigan Airport,26.224199,120.002998,AS,TW,Matsu (Beigan),Asia/Taipei,RCMT,RCMT
MFM,Macau International Airport,22.149599,113.592003,AS,MO,Nossa Senhora do Carmo,Asia/Macau,VMMC,VMMC
MFQ,Maradi Airport,13.5025,7.12675,AF,NE,Maradi,Africa/Niamey,DRRM,DRRM
MFR,Rogue Valley International Medford Airport,42.37419891357422,-122.87300109863281,NA,US,Medford,America/Los_Angeles,KMFR,KMFR
MFU,Mfuwe Airport,-13.258899688720703,31.936599731445312,AF,ZM,Mfuwe,Africa/Lusaka,FLMF,FLMF
MGA,Augusto C. Sandino (Managua) International Airport,12.141500473022461,-86.16819763183594,NA,NI,Managua,America/Managua,MNMG,MNMG
MGB,Mount Gambier Airport,-37.744382,140.780561,OC,AU,Mount Gambier,Australia/Adelaide,YMTG,YMTG
MGE,Dobbins Air Reserve Base,33.915401,-84.516296,NA,US,Marietta,America/New_York,KMGE,KMGE
MGF,Regional de Maringá - Sílvio Name Júnior Airport,-23.47606,-52.016187,SA,BR,Maringá,America/Sao_Paulo,SBMG,SBMG
MGH,Margate Airport,-30.8574008942,30.343000412,AF,ZA,Margate,Africa/Johannesburg,FAMG,FAMG
MGL,Mönchengladbach Airport,51.230278,6.504444,EU,DE,Mönchengladbach,Europe/Berlin,EDLN,EDLN
MGM,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,NA,US,Montgomery,America/Chicago,KMGM,KMGM
MGN,Baracoa Airport,9.28474,-74.8461,SA,CO,Magangué,America/Bogota,SKMG,SKMG
MGQ,Aden Adde International Airport,2.0144400596618652,45.3046989440918,AF,SO,Mogadishu,Africa/Mogadishu,HCMM,HCMM
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,NA,US,Morgantown,America/New_York,KMGW,KMGW
MGZ,Myeik Airport,12.439800262451172,98.62149810791016,AS,MM,Mkeik,Asia/Yangon,VYME,VYME
MHD,Mashhad International Airport,36.235198974609375,59.64099884033203,AS,IR,Mashhad,Asia/Tehran,OIMM,OIMM
MHG,Mannheim-City Airport,49.473057,8.514167,EU,DE,Mannheim,Europe/Berlin,EDFM,EDFM
MHH,Leonard M Thompson International Airport,26.510711,-77.084262,NA,BS,Marsh Harbour,America/Nassau,MYAM,MYAM
MHK,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,NA,US,Manhattan,America/Chicago,KMHK,KMHK
MHQ,Mariehamn Airport,60.1222,19.898199,EU,FI,Mariehamn,Europe/Mariehamn,EFMA,EFMA
MHR,Sacramento Mather Airport,38.554744,-121.297989,NA,US,Sacramento,America/Los_Angeles,KMHR,KMHR
MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,NA,US,Manchester,America/New_York,KMHT,KMHT
MHU,Mount Hotham Airport,-37.0475006104,147.333999634,OC,AU,Mount Hotham,Australia/Melbourne,YHOT,YHOT
MHZ,RAF Mildenhall,52.3619,0.486406,EU,GB,"Bury Saint Edmunds, Suffolk",Europe/London,EGUN,EGUN
MIA,Miami International Airport,25.79319953918457,-80.29060363769531,NA,US,Miami,America/New_York,KMIA,KMIA
MIB,Minot Air Force Base,48.4156,-101.358002,NA,US,Minot,America/Chicago,KMIB,KMIB
MID,Manuel Crescencio Rejón International Airport,20.930485,-89.645462,NA,MX,Mérida,America/Merida,MMMD,MMMD
MIE,Delaware County Johnson Field,40.242298,-85.395897,NA,US,Muncie,America/Indiana/Indianapolis,KMIE,KMIE
MIG,Mianyang Nanjiao Airport,31.428101,104.740997,AS,CN,Mianyang (Fucheng),Asia/Shanghai,ZUMY,ZUMY
MII,Frank Miloye Milenkowichi–Marília State Airport,-22.196899,-49.926485,SA,BR,Marília,America/Sao_Paulo,SBML,SBML
MIK,Mikkeli Airport,61.6866,27.201799,EU,FI,Mikkeli,Europe/Helsinki,EFMI,EFMI
MIM,Merimbula Airport,-36.9085998535,149.901000977,OC,AU,Merimbula,Australia/Sydney,YMER,YMER
MIP,Ramon Air Base,30.7761,34.666698,AS,IL,Beersheba,Asia/Jerusalem,LLRM,LLRM
MIR,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,AF,TN,Monastir,Africa/Tunis,DTMB,DTMB
MIU,Maiduguri International Airport,11.855299949645996,13.080900192260742,AF,NG,Maiduguri,Africa/Lagos,DNMA,DNMA
MIV,Millville Municipal Airport,39.367802,-75.072197,NA,US,Millville,America/New_York,KMIV,KMIV
MJC,Man Airport,7.27207,-7.58736,AF,CI,,Africa/Abidjan,DIMN,DIMN
MJD,Moenjodaro Airport,27.335199,68.143097,AS,PK,Moenjodaro,Asia/Karachi,OPMJ,OPMJ
MJF,"Mosjøen Airport, Kjærstad",65.783997,13.2149,EU,NO,Mosjøen,Europe/Oslo,ENMS,ENMS
MJI,Mitiga International Airport,32.89177,13.287878,AF,LY,Tripoli,Africa/Tripoli,HLLM,HLLM
MJK,Shark Bay Airport,-25.897294,113.575802,OC,AU,Denham,Australia/Perth,YSHK,YSHK
MJL,Mouilla Ville Airport,-1.84514,11.0567,AF,GA,Mouila,Africa/Libreville,FOGM,FOGM
MJM,Mbuji Mayi Airport,-6.121240139010001,23.569000244099996,AF,CD,Mbuji Mayi,Africa/Lubumbashi,FZWA,FZWA
MJN,Amborovy Airport,-15.666842,46.351233,AF,MG,Mahajanga,Indian/Antananarivo,FMNM,FMNM
MJT,Mytilene International Airport,39.057272,26.598887,EU,GR,Mytilene,Europe/Athens,LGMT,LGMT
MJZ,Mirny Airport,62.534698486328125,114.03900146484375,AS,RU,Mirny,Asia/Yakutsk,UERR,UERR
MKC,Charles B. Wheeler Downtown Airport,39.123199,-94.592796,NA,US,Kansas City,America/Chicago,KMKC,KMKC
MKE,General Mitchell International Airport,42.947201,-87.896599,NA,US,Milwaukee,America/Chicago,KMKE,KMKE
MKG,Muskegon County Airport,43.169498,-86.238197,NA,US,Muskegon,America/Detroit,KMKG,KMKG
MKK,Molokai Airport,21.152901,-157.095993,OC,US,Kaunakakai,Pacific/Honolulu,PHMK,PHMK
MKL,McKellar-Sipes Regional Airport,35.599899,-88.915604,NA,US,Jackson,America/Chicago,KMKL,KMKL
MKM,Mukah Airport,2.881944,112.043333,AS,MY,Mukah,Asia/Kuching,WBGK,WBGK
MKP,Makemo Airport,-16.5839,-143.658005,OC,PF,Makemo,Pacific/Tahiti,NTGM,NTGM
MKQ,Mopah International Airport,-8.523898,140.419693,AS,ID,Merauke,Asia/Jayapura,WAKK,WAKK
MKR,Meekatharra Airport,-26.6117000579834,118.5479965209961,OC,AU,,Australia/Perth,YMEK,YMEK
MKU,Makokou Airport,0.5792109966278076,12.890899658203125,AF,GA,Makokou,Africa/Libreville,FOOK,FOOK
MKW,Rendani Airport,-0.891833,134.048996,AS,ID,Manokwari,Asia/Jayapura,WAUU,WAUU
MKY,Mackay Airport,-21.170816,149.182588,OC,AU,Mackay,Australia/Brisbane,YBMK,YBMK
MKZ,Malacca International Airport,2.265613,102.252778,AS,MY,Malacca,Asia/Kuala_Lumpur,WMKM,WMKM
MLA,Malta International Airport,35.857498,14.4775,EU,MT,Valletta,Europe/Malta,LMML,LMML
MLB,Melbourne Orlando International Airport,28.1028,-80.645302,NA,US,Melbourne,America/New_York,KMLB,KMLB
MLC,Mc Alester Regional Airport,34.882401,-95.783501,NA,US,Mc Alester,America/Chicago,KMLC,KMLC
MLE,Malé International Airport,4.191830158233643,73.52909851074219,AS,MV,Malé,Indian/Maldives,VRMM,VRMM
MLG,Abdul Rachman Saleh Airport,-7.929099,112.714233,AS,ID,Malang,Asia/Jakarta,WARA,WARA
MLI,Quad City International Airport,41.448502,-90.5075,NA,US,Moline,America/Chicago,KMLI,KMLI
MLM,General Francisco J. Mujica International Airport,19.849899,-101.025002,NA,MX,Morelia,America/Mexico_City,MMMM,MMMM
MLN,Melilla Airport,35.2798,-2.95626,AF,ES,Melilla,Africa/Ceuta,GEML,GEML
MLS,Miles City Airport - Frank Wiley Field,46.427268,-105.885372,NA,US,Miles City,America/Denver,KMLS,KMLS
MLU,Monroe Regional Airport,32.510899,-92.037697,NA,US,Monroe,America/Chicago,KMLU,KMLU
MLW,Spriggs Payne Airport,6.28906,-10.7587,AF,LR,Monrovia,Africa/Monrovia,GLMR,GLMR
MLX,Malatya Erhaç Airport,38.435298919699996,38.0909996033,AS,TR,Malatya,Europe/Istanbul,LTAT,LTAT
MMB,Memanbetsu Airport,43.8805999756,144.164001465,AS,JP,Ōzora,Asia/Tokyo,RJCM,RJCM
MMD,Minamidaito Airport,25.8465,131.263,AS,JP,Minamidaito,Asia/Tokyo,ROMD,ROMD
MME,Teesside International Airport,54.509201,-1.42941,EU,GB,"Darlington, Durham",Europe/London,EGNV,EGNV
MMG,Mount Magnet Airport,-28.116100311279297,117.84200286865234,OC,AU,,Australia/Perth,YMOG,YMOG
MMJ,Shinshu-Matsumoto Airport,36.166801,137.923004,AS,JP,Matsumoto,Asia/Tokyo,RJAF,RJAF
MMK,Murmansk Airport,68.78170013427734,32.75080108642578,EU,RU,Murmansk,Europe/Moscow,ULMM,ULMM
MMO,Maio Airport,15.155900001525879,-23.213699340820312,AF,CV,Vila do Maio,Atlantic/Cape_Verde,GVMA,GVMA
MMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,NA,US,Eastover,America/New_York,KMMT,KMMT
MMU,Morristown Municipal Airport,40.799062,-74.414949,NA,US,Morristown,America/New_York,KMMU,KMMU
MMX,Malmö Sturup Airport,55.535564,13.376327,EU,SE,Malmö,Europe/Stockholm,ESMS,ESMS
MMY,Miyako Airport,24.782801,125.294998,AS,JP,Miyakojima,Asia/Tokyo,ROMY,ROMY
MMZ,Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,AS,AF,Maymana,Asia/Kabul,OAMN,OAMN
MNG,Maningrida Airport,-12.0560998917,134.23399353,OC,AU,Maningrida,Australia/Darwin,YMGD,YMGD
MNH,Mussanah Airport,23.640556,57.4875,AS,OM,Al Masna'ah,Asia/Muscat,,OOMN
MNI,John A. Osborne Airport,16.791401,-62.193298,NA,MS,Gerald's Park,America/Montserrat,TRPG,TRPG
MNJ,Mananjary Airport,-21.201799,48.358299,AF,MG,Mananjary,Indian/Antananarivo,FMSM,FMSM
MNL,Ninoy Aquino International Airport,14.5086,121.019997,AS,PH,Manila (Pasay),Asia/Manila,RPLL,RPLL
MNR,Mongu Airport,-15.2545,23.1623,AF,ZM,Mongu,Africa/Lusaka,FLMG,FLMG
MNX,Manicoré Airport,-5.81138,-61.278301,SA,BR,Manicoré,America/Manaus,SBMY,SBMY
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404,NA,US,Manassas,America/New_York,KHEF,KHEF
MOA,Orestes Acosta Airport,20.653900146484375,-74.92220306396484,NA,CU,Moa,America/Havana,MUMO,MUMO
MOB,Mobile Regional Airport,30.6912,-88.242798,NA,US,Mobile,America/Chicago,KMOB,KMOB
MOC,Mário Ribeiro Airport,-16.706919,-43.818901,SA,BR,Montes Claros,America/Bahia,SBMK,SBMK
MOD,Modesto City Co-Harry Sham Field,37.625801,-120.954002,NA,US,Modesto,America/Los_Angeles,KMOD,KMOD
MOE,Momeik Airport,23.092500686645508,96.64530181884766,AS,MM,,Asia/Yangon,VYMO,VYMO
MOG,Mong Hsat Airport,20.516799926757812,99.25679779052734,AS,MM,Mong Hsat,Asia/Yangon,VYMS,VYMS
MOL,"Molde Airport, Årø",62.744701,7.2625,EU,NO,Årø,Europe/Oslo,ENML,ENML
MON,Mount Cook Airport,-43.764999,170.132996,OC,NZ,,Pacific/Auckland,NZMC,NZMC
MOQ,Morondava Airport,-20.2847,44.3176,AF,MG,Morondava,Indian/Antananarivo,FMMV,FMMV
MOT,Minot International Airport,48.2593994140625,-101.27999877929688,NA,US,Minot,America/Chicago,KMOT,KMOT
MOV,Moranbah Airport,-22.057800293,148.07699585,OC,AU,Moranbah,Australia/Brisbane,YMRB,YMRB
MOZ,Moorea Temae Airport,-17.48979,-149.761777,OC,PF,Moorea-Maiao,Pacific/Tahiti,NTTM,NTTM
MPA,Katima Mulilo Airport,-17.634258,24.176688,AF,NA,Mpacha,Africa/Windhoek,FYKM,FYKM
MPH,Godofredo P. Ramos Airport,11.9245,121.954002,AS,PH,Caticlan,Asia/Manila,RPVE,RPVE
MPL,Montpellier-Méditerranée Airport,43.576199,3.96301,EU,FR,Montpellier/Méditerranée,Europe/Paris,LFMT,LFMT
MPM,Maputo Airport,-25.920799,32.572601,AF,MZ,Maputo,Africa/Maputo,FQMA,FQMA
MPN,Mount Pleasant Airport,-51.82279968261719,-58.447200775146484,SA,FK,Mount Pleasant,Atlantic/Stanley,EGYP,EGYP
